,Average_salary,Title,Seniority,Rating,Hourly,Employer_provided,Company_age,Industry,Sector,Type of ownership,Size,State
4975,119.0,data scientist,other,3.2,0,,20,Internet,Information Technology,Subsidiary or Business Segment,1001 to 5000 employees,MA
4976,79.0,data scientist,other,3.9,0,,28,Computer Hardware & Software,Information Technology,Company - Public,501 to 1000 employees,MA
4977,118.5,data scientist,senior,4.4,0,,12,Computer Hardware & Software,Information Technology,Company - Private,201 to 500 employees,MA
4978,120.0,machine learning engineer,other,4.2,0,,175,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Company - Public,10000+ employees,MA
4979,155.0,data scientist,other,3.5,0,,159,Insurance Carriers,Insurance,Company - Public,10000+ employees,MA
4980,91.0,data scientist,other,4.0,0,,27,Health Care Services & Hospitals,Health Care,Hospital,10000+ employees,MA
4981,74.5,analyst,other,4.8,0,,55,K-12 Education,Education,Company - Private,1001 to 5000 employees,MA
4982,103.5,data scientist,other,3.8,0,,27,IT Services,Information Technology,Company - Public,10000+ employees,MA
4983,178.0,data scientist,senior,4.1,0,,13,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Company - Public,1001 to 5000 employees,MA
4984,93.5,data scientist,other,4.6,0,,27,Consulting,Business Services,Company - Private,501 to 1000 employees,MA
4985,113.0,data scientist,other,3.7,0,,24,Internet,Information Technology,Company - Public,1001 to 5000 employees,MA
4986,112.5,data scientist,other,4.9,0,,24,Aerospace & Defense,Aerospace & Defense,Company - Private,51 to 200 employees,MA
4988,104.5,data scientist,other,4.0,0,,35,Consulting,Business Services,Company - Public,10000+ employees,MA
4989,99.0,data scientist,other,4.2,0,,25,Health Care Services & Hospitals,Health Care,Company - Private,51 to 200 employees,MA
4990,101.5,data scientist,other,4.2,0,,172,Insurance Carriers,Insurance,Company - Public,5001 to 10000 employees,MA
4991,136.0,data scientist,other,3.7,0,,47,Enterprise Software & Network Solutions,Information Technology,Company - Public,10000+ employees,MA
4993,100.5,data scientist,other,3.6,0,,21,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Company - Public,51 to 200 employees,MA
4995,101.0,other,other,4.1,0,,166,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Company - Public,10000+ employees,MA
4997,101.5,data scientist,other,3.1,0,,52,Insurance Carriers,Insurance,Subsidiary or Business Segment,1001 to 5000 employees,MA
4998,118.5,data scientist,senior,4.2,0,,111,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Company - Public,10000+ employees,MA
5002,84.0,data scientist,other,4.5,0,,163,Colleges & Universities,Education,College / University,10000+ employees,MA
5003,95.5,data scientist,other,3.8,0,,122,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Company - Public,10000+ employees,MA
5005,114.0,data scientist,other,4.0,0,,24,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Company - Private,51 to 200 employees,MA
5007,90.5,machine learning engineer,other,4.2,0,,9,Internet,Information Technology,Company - Private,201 to 500 employees,MA
5009,123.0,data scientist,senior,3.5,0,,22,Home Furniture & Housewares Stores,Retail,Company - Public,10000+ employees,MA
5010,132.5,data scientist,senior,4.9,0,,14,Enterprise Software & Network Solutions,Information Technology,Company - Private,1 to 50 employees,MA
5011,151.0,data scientist,senior,4.3,0,,26,Computer Hardware & Software,Information Technology,Company - Public,10000+ employees,MA
5012,118.5,data scientist,other,4.0,0,,11,Research & Development,Business Services,Company - Private,51 to 200 employees,MA
5013,103.0,data scientist,other,4.2,0,,39,Research & Development,Business Services,Company - Private,201 to 500 employees,MA
5014,85.0,other,other,-1.0,0,,-1,-1,-1,-1,-1,MA
5015,101.0,data scientist,other,-1.0,0,,-1,-1,-1,-1,-1,MA
5017,136.0,data scientist,senior,4.8,0,,12,Computer Hardware & Software,Information Technology,Company - Private,51 to 200 employees,MA
5018,117.5,data scientist,other,3.3,0,,13,Pet & Pet Supplies Stores,Retail,Company - Public,10000+ employees,MA
5019,133.5,data scientist,other,3.8,0,,30,Internet,Information Technology,Company - Public,10000+ employees,MA
5020,93.0,machine learning engineer,other,4.0,0,,25,Enterprise Software & Network Solutions,Information Technology,Company - Private,201 to 500 employees,MA
5022,74.0,analyst,other,3.5,0,,59,Education Training Services,Education,Company - Private,10000+ employees,MA
5024,79.5,other,other,4.5,0,,30,Staffing & Outsourcing,Business Services,Company - Private,201 to 500 employees,MA
5025,130.5,data scientist,other,4.0,0,,24,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Company - Private,51 to 200 employees,MA
5026,107.0,other,other,3.9,0,,16,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Private Practice / Firm,51 to 200 employees,MA
5027,97.5,data scientist,other,4.8,0,,9,Consulting,Business Services,Company - Private,1 to 50 employees,MA
5028,134.0,data scientist,senior,3.1,0,,61,Health Care Services & Hospitals,Health Care,Company - Public,10000+ employees,MA
5029,140.5,data scientist,senior,4.1,0,,22,IT Services,Information Technology,Company - Public,1001 to 5000 employees,MA
5030,114.5,data scientist,other,4.5,0,,10,Enterprise Software & Network Solutions,Information Technology,Company - Private,201 to 500 employees,MA
5032,115.5,data scientist,senior,3.1,0,,25,Consulting,Business Services,Company - Private,51 to 200 employees,MA
5033,96.0,data scientist,other,-1.0,0,,-1,-1,-1,-1,-1,MA
5034,130.5,data scientist,senior,4.0,0,,44,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Company - Public,10000+ employees,MA
5035,113.5,other,senior,3.9,0,,16,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Private Practice / Firm,51 to 200 employees,MA
5036,112.5,data scientist,senior,-1.0,0,,18,Consulting,Business Services,Company - Private,51 to 200 employees,MA
5037,122.5,data scientist,senior,4.2,0,,22,Consumer Products Manufacturing,Manufacturing,Company - Public,1001 to 5000 employees,MA
5039,97.5,machine learning engineer,other,4.0,0,,13,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Company - Public,201 to 500 employees,MA
5041,114.5,data scientist,other,3.2,0,,20,Internet,Information Technology,Subsidiary or Business Segment,1001 to 5000 employees,MA
5042,106.0,other,other,5.0,0,,7,Enterprise Software & Network Solutions,Information Technology,Company - Private,1 to 50 employees,MA
5043,159.0,data scientist,senior,4.4,0,,27,Enterprise Software & Network Solutions,Information Technology,Company - Private,1 to 50 employees,MA
5044,114.5,data scientist,other,3.5,0,,81,Consulting,Business Services,Company - Private,1001 to 5000 employees,MA
5045,82.0,other,other,4.1,0,,166,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Company - Public,10000+ employees,MA
5046,124.0,data scientist,other,3.1,0,,61,Health Care Services & Hospitals,Health Care,Company - Public,10000+ employees,MA
5047,90.0,data scientist,other,3.9,0,,174,Accounting,Accounting & Legal,Company - Private,10000+ employees,MA
5048,180.0,analyst,other,4.2,0,,78,Investment Banking & Asset Management,Finance,Company - Private,10000+ employees,MA
5049,88.5,analyst,senior,3.6,0,,55,Advertising & Marketing,Business Services,Subsidiary or Business Segment,5001 to 10000 employees,MA
5050,129.5,data scientist,senior,4.0,0,,24,Telecommunications Services,Telecommunications,Company - Public,10000+ employees,MA
5052,88.5,other,senior,3.9,0,,16,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Private Practice / Firm,51 to 200 employees,MA
5053,110.5,data scientist,other,4.1,0,,29,Photography,"Arts, Entertainment & Recreation",Company - Private,1001 to 5000 employees,MA
5055,104.0,data scientist,other,3.9,0,,30,Health Care Services & Hospitals,Health Care,Nonprofit Organization,1001 to 5000 employees,MA
5056,119.0,data scientist,senior,4.8,0,,9,Consulting,Business Services,Company - Private,1 to 50 employees,MA
5057,81.5,data scientist,other,4.3,0,,185,Colleges & Universities,Education,College / University,10000+ employees,MA
5058,82.0,data scientist,other,4.2,0,,188,Energy,"Oil, Gas, Energy & Utilities",Company - Public,10000+ employees,MA
5059,132.5,data scientist,senior,4.1,0,,17,Enterprise Software & Network Solutions,Information Technology,Company - Public,1001 to 5000 employees,MA
5060,102.0,other,senior,-1.0,0,,-1,-1,-1,-1,-1,MA
5061,167.0,data scientist,senior,4.4,0,,27,Enterprise Software & Network Solutions,Information Technology,Company - Private,1 to 50 employees,MA
5062,85.5,data scientist,other,4.3,0,,153,Colleges & Universities,Education,College / University,1001 to 5000 employees,MA
5063,100.0,data scientist,other,3.8,0,,66,Federal Agencies,Government,Nonprofit Organization,5001 to 10000 employees,MA
5064,64.0,other,other,-1.0,0,,-1,-1,-1,-1,-1,MA
5065,79.0,data scientist,other,4.3,0,,161,Colleges & Universities,Education,College / University,10000+ employees,MA
5066,64.0,other,other,-1.0,0,,-1,-1,-1,-1,-1,MA
5067,104.5,data scientist,other,-1.0,0,,-1,-1,-1,-1,-1,MA
5068,129.0,data scientist,senior,3.2,0,,19,Advertising & Marketing,Business Services,Company - Public,201 to 500 employees,MA
5069,100.0,data scientist,other,2.8,0,,40,Health Care Services & Hospitals,Health Care,Company - Private,5001 to 10000 employees,MA
5070,124.0,data scientist,senior,3.7,0,,162,Insurance Carriers,Insurance,Subsidiary or Business Segment,1001 to 5000 employees,MA
5071,107.0,machine learning engineer,other,-1.0,0,,-1,-1,-1,-1,-1,MA
5074,79.0,analyst,other,4.7,0,,8,Staffing & Outsourcing,Business Services,Company - Private,51 to 200 employees,MA
5076,102.5,data scientist,senior,4.2,0,,110,Consulting,Business Services,Company - Public,10000+ employees,MA
5077,84.5,data scientist,other,3.8,0,,66,Federal Agencies,Government,Nonprofit Organization,5001 to 10000 employees,MA
5078,129.5,data scientist,senior,5.0,0,,8,Computer Hardware & Software,Information Technology,Company - Private,1 to 50 employees,MA
5079,110.0,data scientist,other,-1.0,0,,-1,-1,-1,-1,-1,MA
5082,88.0,data scientist,other,3.9,0,,28,Health Care Services & Hospitals,Health Care,Subsidiary or Business Segment,5001 to 10000 employees,MA
5083,98.5,data engineer,other,4.1,0,,30,Banks & Credit Unions,Finance,Company - Public,10000+ employees,MA
5084,132.0,data scientist,senior,3.8,0,,30,Internet,Information Technology,Company - Public,10000+ employees,MA
5086,103.0,machine learning engineer,other,4.2,0,,39,Research & Development,Business Services,Company - Private,201 to 500 employees,MA
5088,115.0,machine learning engineer,other,4.9,0,,9,Unknown / Non-Applicable,-1,Company - Private,1 to 50 employees,MA
5089,143.0,data scientist,senior,3.7,0,,35,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Company - Public,1001 to 5000 employees,MA
5091,109.0,other,senior,3.5,0,,77,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Company - Public,10000+ employees,MA
5093,130.0,data scientist,senior,3.7,0,,47,Enterprise Software & Network Solutions,Information Technology,Company - Public,10000+ employees,MA
5094,73.0,analyst,other,3.5,0,,14,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Company - Private,51 to 200 employees,MA
5095,82.0,other,senior,-1.0,0,,-1,-1,-1,-1,-1,MA
5096,99.5,machine learning engineer,other,4.9,0,,10,Aerospace & Defense,Aerospace & Defense,Company - Private,51 to 200 employees,MA
5097,123.0,data scientist,senior,4.2,0,,78,Investment Banking & Asset Management,Finance,Company - Private,10000+ employees,MA
5099,87.0,data scientist,other,3.7,0,,46,Staffing & Outsourcing,Business Services,Company - Private,1001 to 5000 employees,MI
5100,139.0,director,senior,-1.0,0,,-1,-1,-1,-1,-1,MI
5101,139.0,director,senior,-1.0,0,,-1,-1,-1,-1,-1,MI
5103,68.5,analyst,other,2.9,0,,43,Health Care Services & Hospitals,Health Care,Company - Private,10000+ employees,MI
5104,121.5,other,senior,3.5,0,,54,Advertising & Marketing,Business Services,Company - Private,1001 to 5000 employees,MI
5105,130.0,data engineer,senior,3.5,0,,27,Enterprise Software & Network Solutions,Information Technology,Company - Public,1001 to 5000 employees,MI
5106,72.5,analyst,other,3.7,0,,164,Industrial Manufacturing,Manufacturing,Company - Public,10000+ employees,MI
5108,71.0,analyst,other,3.8,0,,137,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Company - Public,10000+ employees,MI
5109,84.5,other,other,-1.0,0,,-1,-1,-1,-1,-1,MI
5113,55.5,other,other,2.1,0,,97,Consulting,Business Services,Company - Private,51 to 200 employees,MI
5114,98.5,data scientist,other,3.6,0,,33,Consulting,Business Services,Company - Private,51 to 200 employees,MI
5115,93.0,data scientist,other,4.0,0,,27,Real Estate,Real Estate,Company - Private,1001 to 5000 employees,MI
5116,91.0,data scientist,other,3.2,0,,38,Architectural & Engineering Services,Business Services,Company - Private,51 to 200 employees,MI
5117,106.5,data scientist,other,4.1,0,,24,IT Services,Information Technology,Company - Private,10000+ employees,MI
5118,74.0,other,other,-1.0,0,,-1,-1,-1,-1,-1,MI
5119,82.0,data engineer,other,-1.0,0,,-1,-1,-1,-1,-1,MI
5120,86.0,data scientist,other,4.4,0,,26,Staffing & Outsourcing,Business Services,Company - Private,51 to 200 employees,MI
5121,66.5,analyst,other,3.6,0,,55,Advertising & Marketing,Business Services,Subsidiary or Business Segment,5001 to 10000 employees,MI
5122,64.5,analyst,other,4.1,0,,153,Colleges & Universities,Education,College / University,501 to 1000 employees,MI
5123,99.5,data scientist,other,4.0,0,,15,Computer Hardware & Software,Information Technology,Company - Private,-1,MI
5124,97.5,data scientist,other,4.1,0,,121,Transportation Equipment Manufacturing,Manufacturing,Company - Public,10000+ employees,MI
5125,92.5,data scientist,other,-1.0,0,,-1,-1,-1,-1,-1,MI
5126,119.0,data scientist,other,4.3,0,,26,Computer Hardware & Software,Information Technology,Company - Public,10000+ employees,MI
5127,70.5,analyst,other,3.9,0,,51,Staffing & Outsourcing,Business Services,Company - Private,51 to 200 employees,MI
5129,100.5,data scientist,other,3.5,0,,20,Advertising & Marketing,Business Services,Company - Private,51 to 200 employees,MI
5130,85.0,data scientist,other,3.6,0,,64,Fast-Food & Quick-Service Restaurants,"Restaurants, Bars & Food Services",Company - Public,10000+ employees,MI
5131,92.5,data scientist,other,3.7,0,,30,Consulting,Business Services,Company - Public,10000+ employees,MI
5132,114.0,data scientist,other,3.8,0,,30,Internet,Information Technology,Company - Public,10000+ employees,MI
5133,64.5,analyst,other,4.1,0,,153,Colleges & Universities,Education,College / University,501 to 1000 employees,MI
5134,85.0,data scientist,other,4.2,0,,121,Utilities,"Oil, Gas, Energy & Utilities",Company - Public,10000+ employees,MI
5135,92.5,data scientist,other,4.3,0,,18,Enterprise Software & Network Solutions,Information Technology,Company - Public,1001 to 5000 employees,MI
5136,82.0,data scientist,other,3.6,0,,323,Municipal Governments,Government,Government,5001 to 10000 employees,MI
5140,88.0,data scientist,other,4.1,0,,121,Transportation Equipment Manufacturing,Manufacturing,Company - Public,10000+ employees,MI
5141,81.5,data scientist,other,3.6,0,,25,Insurance Carriers,Insurance,Company - Private,201 to 500 employees,MI
5143,90.0,data engineer,other,4.0,0,,8,Internet,Information Technology,Company - Private,1001 to 5000 employees,MI
5144,92.0,data scientist,other,4.2,0,,39,Computer Hardware & Software,Information Technology,Company - Public,1001 to 5000 employees,MI
5145,93.5,data scientist,other,3.7,0,,27,Advertising & Marketing,Business Services,Company - Public,5001 to 10000 employees,MI
5147,112.5,data scientist,senior,3.9,0,,39,Lending,Finance,Company - Private,10000+ employees,MI
5148,83.5,data scientist,other,3.9,0,,109,Health Care Services & Hospitals,Health Care,Nonprofit Organization,10000+ employees,MI
5149,92.0,data scientist,other,4.2,0,,39,Computer Hardware & Software,Information Technology,Company - Public,1001 to 5000 employees,MI
5150,88.0,data scientist,other,4.1,0,,121,Transportation Equipment Manufacturing,Manufacturing,Company - Public,10000+ employees,MI
5151,88.5,data scientist,other,4.1,0,,121,Transportation Equipment Manufacturing,Manufacturing,Company - Public,10000+ employees,MI
5152,97.5,data scientist,other,4.1,0,,121,Transportation Equipment Manufacturing,Manufacturing,Company - Public,10000+ employees,MI
5153,55.5,other,other,-1.0,0,,-1,-1,-1,-1,-1,MI
5154,123.0,director,senior,3.5,0,,77,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Company - Public,10000+ employees,MI
5155,80.5,data scientist,other,4.2,0,,39,Computer Hardware & Software,Information Technology,Company - Public,1001 to 5000 employees,MI
5156,96.5,data scientist,other,-1.0,0,,-1,-1,-1,-1,-1,MI
5157,100.5,data scientist,other,4.1,0,,121,Transportation Equipment Manufacturing,Manufacturing,Company - Public,10000+ employees,MI
5158,103.0,machine learning engineer,other,3.8,0,,10,Enterprise Software & Network Solutions,Information Technology,Company - Private,1 to 50 employees,MI
5160,101.0,data scientist,senior,3.9,0,,44,Advertising & Marketing,Business Services,Subsidiary or Business Segment,5001 to 10000 employees,MI
5162,88.0,machine learning engineer,other,4.7,0,,8,Health Care Services & Hospitals,Health Care,Company - Private,51 to 200 employees,MI
5163,117.5,data scientist,senior,3.8,0,,11,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Company - Public,5001 to 10000 employees,MI
5164,131.0,machine learning engineer,other,4.3,0,,15,Computer Hardware & Software,Information Technology,Company - Public,5001 to 10000 employees,MI
5165,81.0,data scientist,other,3.2,0,,38,Architectural & Engineering Services,Business Services,Company - Private,51 to 200 employees,MI
5166,111.0,data scientist,senior,3.6,0,,64,Fast-Food & Quick-Service Restaurants,"Restaurants, Bars & Food Services",Company - Public,10000+ employees,MI
5168,93.0,machine learning engineer,junior,4.2,0,,16,Computer Hardware & Software,Information Technology,Company - Private,51 to 200 employees,MI
5169,78.0,data scientist,other,3.6,0,,63,Consumer Products Manufacturing,Manufacturing,Company - Private,10000+ employees,MI
5170,86.5,data engineer,other,3.7,0,,46,Staffing & Outsourcing,Business Services,Company - Private,1001 to 5000 employees,MI
5171,43.0,analyst,other,3.5,0,,28,Research & Development,Business Services,Company - Public,10000+ employees,MI
5172,85.5,other,other,3.5,0,,77,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Company - Public,10000+ employees,MI
5173,73.5,analyst,other,3.7,0,,30,Consulting,Business Services,Company - Public,10000+ employees,MI
5175,58.0,analyst,other,-1.0,0,,-1,-1,-1,-1,-1,MI
5176,91.0,data scientist,other,3.8,0,,11,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Company - Public,5001 to 10000 employees,MI
5177,87.0,data scientist,other,3.2,0,,38,Architectural & Engineering Services,Business Services,Company - Private,51 to 200 employees,MI
5182,86.5,other,other,3.3,0,,104,Food & Beverage Manufacturing,Manufacturing,Company - Private,1001 to 5000 employees,MI
5183,81.0,machine learning engineer,other,5.0,0,,25,IT Services,Information Technology,Company - Private,51 to 200 employees,MI
5184,111.5,data scientist,senior,3.8,0,,191,Health Care Services & Hospitals,Health Care,Company - Public,10000+ employees,MI
5185,140.0,data scientist,senior,3.8,0,,30,Internet,Information Technology,Company - Public,10000+ employees,MI
5186,93.0,machine learning engineer,other,4.4,0,,9,Computer Hardware & Software,Information Technology,Company - Public,201 to 500 employees,MI
5187,68.0,analyst,other,4.2,0,,39,Computer Hardware & Software,Information Technology,Company - Public,1001 to 5000 employees,MI
5188,63.0,analyst,other,3.9,0,,25,IT Services,Information Technology,Company - Private,1 to 50 employees,MI
5190,89.5,data scientist,other,-1.0,0,,29,IT Services,Information Technology,Company - Private,51 to 200 employees,MI
5191,74.0,analyst,other,4.1,0,,121,Transportation Equipment Manufacturing,Manufacturing,Company - Public,10000+ employees,MI
5194,103.0,data scientist,senior,4.4,0,,26,Staffing & Outsourcing,Business Services,Company - Private,51 to 200 employees,MI
5196,75.0,analyst,other,3.9,0,,17,Internet,Information Technology,Company - Private,1001 to 5000 employees,MI
5197,72.0,analyst,other,4.0,0,,27,Real Estate,Real Estate,Company - Private,1001 to 5000 employees,MI
5198,71.0,analyst,other,3.1,0,,129,Industrial Manufacturing,Manufacturing,Company - Public,10000+ employees,MI
5199,65.0,analyst,other,3.2,0,,10,Health Care Services & Hospitals,Health Care,Hospital,10000+ employees,MI
5200,78.5,analyst,other,4.3,0,,20,Architectural & Engineering Services,Business Services,Company - Private,51 to 200 employees,MI
5201,73.5,analyst,other,3.9,0,,48,Industrial Manufacturing,Manufacturing,Company - Public,5001 to 10000 employees,MI
5202,85.5,other,other,3.5,0,,77,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Company - Public,10000+ employees,MI
5203,62.5,analyst,other,4.3,0,,57,Advertising & Marketing,Business Services,Company - Private,201 to 500 employees,MI
5204,70.5,data engineer,junior,4.6,0,,17,Consulting,Business Services,Company - Private,1 to 50 employees,MI
5205,57.5,analyst,other,3.2,0,,38,Architectural & Engineering Services,Business Services,Company - Private,51 to 200 employees,MI
5206,82.0,data engineer,other,4.3,0,,57,Advertising & Marketing,Business Services,Company - Private,201 to 500 employees,MI
5207,67.5,analyst,other,-1.0,0,,-1,-1,-1,-1,-1,MI
5209,89.5,other,senior,3.5,0,,77,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Company - Public,10000+ employees,MI
5211,57.5,analyst,other,-1.0,0,,-1,-1,-1,-1,-1,MI
5214,120.0,data scientist,senior,4.1,0,,-1,-1,-1,-1,-1,MI
5215,60.5,analyst,other,4.0,0,,89,Investment Banking & Asset Management,Finance,Company - Public,201 to 500 employees,MI
5216,66.0,analyst,other,3.6,0,,86,Enterprise Software & Network Solutions,Information Technology,Company - Private,10000+ employees,MI
5218,75.0,data engineer,junior,4.0,0,,30,IT Services,Information Technology,Company - Private,1 to 50 employees,MI
5219,83.0,data engineer,other,4.0,0,,119,Consumer Products Manufacturing,Manufacturing,Company - Public,5001 to 10000 employees,MI
5220,85.5,other,other,3.5,0,,77,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Company - Public,10000+ employees,MI
5221,73.5,other,other,4.0,0,,116,Transportation Equipment Manufacturing,Manufacturing,Company - Public,10000+ employees,MI
5222,85.5,other,other,3.5,0,,77,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Company - Public,10000+ employees,MI
5224,47.5,analyst,other,4.2,0,,16,Computer Hardware & Software,Information Technology,Company - Private,51 to 200 employees,MI
5225,61.5,analyst,other,3.6,0,,98,Banks & Credit Unions,Finance,Nonprofit Organization,201 to 500 employees,MI
5226,86.0,data engineer,other,3.7,0,,40,Insurance Carriers,Insurance,Company - Private,1001 to 5000 employees,MI
5227,81.5,data scientist,other,3.8,0,,24,Transportation Equipment Manufacturing,Manufacturing,Company - Public,5001 to 10000 employees,MI
5228,68.5,analyst,other,4.0,0,,116,Transportation Equipment Manufacturing,Manufacturing,Company - Public,10000+ employees,MI
5229,80.0,analyst,other,4.0,0,,19,Staffing & Outsourcing,Business Services,Company - Private,5001 to 10000 employees,MI
5230,91.5,other,other,2.8,0,,15,Energy,"Oil, Gas, Energy & Utilities",Company - Private,201 to 500 employees,MI
5231,65.5,analyst,other,4.3,0,,114,Energy,"Oil, Gas, Energy & Utilities",Subsidiary or Business Segment,5001 to 10000 employees,MI
5233,60.5,analyst,other,3.7,0,,123,Construction,"Construction, Repair & Maintenance",Company - Public,10000+ employees,MI
5235,53.0,other,other,3.4,0,,37,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Company - Private,10000+ employees,MI
5236,86.0,data engineer,other,4.1,0,,14,Advertising & Marketing,Business Services,Company - Private,51 to 200 employees,MI
5237,74.5,analyst,other,4.4,0,,9,Computer Hardware & Software,Information Technology,Company - Public,201 to 500 employees,MI
5238,100.0,other,senior,3.6,0,,180,Publishing,Media,Company - Public,10000+ employees,MI
5239,80.5,data engineer,other,4.0,0,,27,Real Estate,Real Estate,Company - Private,1001 to 5000 employees,MI
5240,96.5,data engineer,other,3.9,0,,53,Social Assistance,Non-Profit,Nonprofit Organization,51 to 200 employees,MI
5241,69.5,analyst,other,4.4,0,,207,Colleges & Universities,Education,College / University,10000+ employees,MI
5242,87.5,other,senior,-1.0,0,,-1,-1,-1,-1,-1,MI
5243,69.0,analyst,other,4.0,0,,116,Transportation Equipment Manufacturing,Manufacturing,Company - Public,10000+ employees,MI
5245,87.5,data engineer,other,3.2,0,,18,News Outlet,Media,Company - Private,51 to 200 employees,MI
5246,160.0,data scientist,other,3.7,0,,27,Advertising & Marketing,Business Services,Company - Public,5001 to 10000 employees,MI
5247,73.5,analyst,other,4.0,0,,116,Transportation Equipment Manufacturing,Manufacturing,Company - Public,10000+ employees,MI
5248,83.0,data engineer,other,3.3,0,,34,Preschool & Child Care,Education,Company - Private,10000+ employees,MI
5249,59.0,other,other,3.4,0,,37,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Company - Private,10000+ employees,MI
5250,87.5,other,senior,-1.0,0,,-1,-1,-1,-1,-1,MI
5251,68.5,other,other,4.4,0,,207,Colleges & Universities,Education,College / University,10000+ employees,MI
5252,70.0,other,other,3.2,0,,10,Health Care Services & Hospitals,Health Care,Hospital,10000+ employees,MI
5254,98.0,data scientist,senior,3.6,0,,64,Fast-Food & Quick-Service Restaurants,"Restaurants, Bars & Food Services",Company - Public,10000+ employees,MI
5255,81.5,data engineer,other,3.3,0,,122,Insurance Agencies & Brokerages,Insurance,Company - Private,10000+ employees,MI
5256,67.5,analyst,other,4.0,0,,205,Logistics & Supply Chain,Transportation & Logistics,Subsidiary or Business Segment,10000+ employees,MI
5257,81.0,analyst,other,4.0,0,,116,Transportation Equipment Manufacturing,Manufacturing,Company - Public,10000+ employees,MI
5258,69.0,analyst,other,4.0,0,,116,Transportation Equipment Manufacturing,Manufacturing,Company - Public,10000+ employees,MI
5259,69.0,analyst,other,4.0,0,,116,Transportation Equipment Manufacturing,Manufacturing,Company - Public,10000+ employees,MI
5260,69.0,analyst,other,4.0,0,,116,Transportation Equipment Manufacturing,Manufacturing,Company - Public,10000+ employees,MI
5262,125.5,other,other,4.0,0,,35,Consulting,Business Services,Company - Public,10000+ employees,MI
5263,60.0,analyst,other,4.3,0,,18,Enterprise Software & Network Solutions,Information Technology,Company - Public,1001 to 5000 employees,MI
5265,63.5,analyst,other,3.6,0,,47,Health Care Services & Hospitals,Health Care,Company - Public,10000+ employees,MI
5267,86.0,other,other,4.0,0,,35,Consulting,Business Services,Company - Public,10000+ employees,MI
5268,68.0,other,other,3.8,0,,40,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Company - Public,5001 to 10000 employees,MI
5269,98.0,data engineer,other,3.8,0,,30,Internet,Information Technology,Company - Public,10000+ employees,MI
5270,38.0,analyst,other,4.1,0,,153,Colleges & Universities,Education,College / University,501 to 1000 employees,MI
5271,60.5,analyst,other,3.7,0,,137,Publishing,Media,Company - Private,10000+ employees,MI
5272,67.0,analyst,other,4.0,0,,205,Logistics & Supply Chain,Transportation & Logistics,Subsidiary or Business Segment,10000+ employees,MI
5273,59.0,analyst,other,4.4,0,,169,Colleges & Universities,Education,College / University,10000+ employees,MI
5275,268.0,other,other,3.7,0,,27,Health Care Services & Hospitals,Health Care,Nonprofit Organization,10000+ employees,MI
5276,123.0,other,other,3.8,0,,30,Internet,Information Technology,Company - Public,10000+ employees,MI
5277,83.5,analyst,other,4.3,0,,40,Computer Hardware & Software,Information Technology,Company - Private,10000+ employees,MI
5278,83.5,analyst,other,4.3,0,,40,Computer Hardware & Software,Information Technology,Company - Private,10000+ employees,MI
5279,94.5,data engineer,other,4.0,0,,30,IT Services,Information Technology,Company - Private,1 to 50 employees,MI
5280,50.0,analyst,junior,-1.0,0,,-1,-1,-1,-1,-1,MI
5281,41.0,analyst,junior,-1.0,0,,-1,-1,-1,-1,-1,MI
5282,75.5,data engineer,other,3.8,0,,127,Catering & Food Service Contractors,"Restaurants, Bars & Food Services",Company - Private,10000+ employees,MI
5284,70.0,data engineer,other,-1.0,0,,-1,-1,-1,-1,-1,MI
5286,91.0,data scientist,other,3.4,0,,28,Consulting,Business Services,Company - Private,1001 to 5000 employees,MI
5287,74.5,analyst,other,4.0,0,,116,Transportation Equipment Manufacturing,Manufacturing,Company - Public,10000+ employees,MI
